corner_place_id,google_id,original_name,neighborhood,website,instagram_handle,name,category,price,hours,reviews
12548,ChIJ9aMCWaxbwokRZHJGmTBxFtQ,Time Out Market New York,Brooklyn,https://www.timeoutmarket.com/newyork/,timeoutmarketnewyork,Updates from customers,Restaurant,0.0,{},"['Time Out Market New York is a food lover’s paradise 🍫🧡🏙️✨🥂🍽️🧂Located in DUMBO with stunning views of the Manhattan skyline and Brooklyn Bridge, it’s the perfect spot to enjoy great food and an amazing atmosphere. …', 'This was my first time visiting this incredible market, and it exceeded all my expectations. The variety of food options is amazing, with different little restaurants and booths where you can order your meal and then grab a seat anywhere in …', ""Hello Salman\nThank you for your fantastic review! We're thrilled you enjoyed the vibes at Time Out Market. Isn't it amazing how the view from the Rooftop just lifts the … More"", 'An amazing place to eat in Brooklyn.  Lots of choice and while it’s busy, if you wait around. You’ll find a table as there’s lots of turnover.  Go for table service as it’s easier - so much less hassle, especially if you’re ordering from …', 'Timeout market was actually better than I thought it would be. I’ve been to the one in Lisbon and it was way too crowded. The one in Brooklyn wasn’t busy and I actually like the way the lights more dim and it wasn’t too bright. I still feel …']"
2444,ChIJo4XQ00RbwokRomqfPVik1s4,Le Dive,Chinatown,http://www.ledivenyc.com/,ledivenyc,Add missing information,Wine bar,,{},"[""French inspired dive bar (as the name would suggest). It's tight and cozy. Bar service is competent. The food is the real show stopper here, kinda unexpected. It's all great, people really love the Steak Frites, and the burger kills, but …"", 'Popped in without a reservation to have a drink at the bar around 4 on a Friday. Greeted and seated promptly! I had a martini (very good) and they brought out complimentary chips, bread, and olives for happy hour. Friendly service. Bar …', 'Le Dive has great ambience and I like some of the food options. I definitely prefer upstairs to downstairs. My only grievance is the amount of times the staff comes around to check your plate/progress. There’d be a rotation of like 3 people …', 'I frequent this place a decent amount and do enjoy it! The ambiance is great, the servers and bartenders are friendly. But something that has always bothered me is the fact that if the hostesses or door girls find out you know, not are …', 'Perfect place.\nFood is delicious, drinks are amazing and the vibe is so much fun (but very loud, so be prepared). …']"
8853,ChIJP8URcY5ZwokRhFpdfNcK-FI,Sadelle's New York,SoHo,https://www.sadelles.com/?utm_medium=Click&utm_source=GoogleMyBusiness,majorfoodgroup,Updates from customers,Breakfast restaurant,,{},"['French toast was okay and perhaps a bit overhyped. I was expecting the best French toast ever and it was underwhelming. The crispy edges were too hard and the inside was not egg-y or satisfying and the whole thing was too oily. Felt kinda …', 'This place is popping! People are having brunch even towards the end of service at 5pm. Everything we had was delicious. Salmon bagel platters was fresh and super tasty. French toast is one of the best I’ve ever had. Grapefruit cocktail was refreshing and tender, best after the sugary French toast. Can see why this place is packed.', 'Had breakfast with my girlfriends and The salmon and smoked salmon was delicious,  freshly made bagels were the best,  eggs benedict were not the best ive had but its delicious. We also had french toast and its good. I like the rustic ambiance and the best of all,  the staff,  they were very attentive and welcoming.', 'We had the wonderful privilege of having our brunch there today. The place is incredible, the staff is very cheerful and very dedicated. Everyone is so friendly as if they were a family, some restaurants can take a leaf out of their book …', 'The atmosphere is truly remarkable, creating an inviting space that raised my expectations. The ceiling and decor are beautifully designed, making it a visually appealing place to dine. The crowd here mostly consists of tourists from all …']"
2711,ChIJZyJMS5xZwokR6LR59bMP6s8,Hi-Collar,East Village,http://www.hi-collar.com/,hi_collar,Updates from customers,Japanese restaurant,,{},"['We randomly came across this place, and I am so glad we visited this restaurant. We were mixed sets of people , some earing chicken, to a few being vegetarians and vegans. All of us had probably just 1 option on the menu to eat, and we …', 'This place has a 1-hour time limit, so be prepared to eat quickly.\nMore importantly, if you have a service dog, you will be required to put them in a cage, a large bag, or cover them with clothing. And I have reported it to NYC …', 'Really love this place! I booked myself a dinner on a workday. The staff are really nice and welcoming. I got the signature Omurice and lettuce salad. I have to say they are absolutely the BEST in their category!! The texture and flavor are …', 'This place is amazing. I can’t rate it any higher or else I would. The host stand was very nice and accommodating. The servers also asked if I had an allergies which is a small thing but very important. If I had to recommend a meal it would …', 'Great dining experience at Hi-collar. The atmosphere itself is very aesthetically pleasing-- soft lighting, beautiful decor, cozy environment. The food was absolutely delicious. We got katshu hayashi rice and hayashi omurice. The serving …']"
2703,ChIJe8TwIpRYwokRbZVYCpL0UWo,Albertine,Upper East Side,http://www.albertine.com/,albertinebooks,Updates from customers,Book store,,,"['You can’t deny how stunning this place is! There is a very regal feel and a large selection of French and English literature. I wish there was a bigger section for things like tote bags and post cards though.', 'A lovely little French bookstore located next to Central Park, steps from the Metropolitan Museum.', 'Amazingly charming and beautiful book store with a unique character and intimate atmosphere!', 'I had heard about this bookstore and desperately wanted to visit if only to see the elegance. My wife and I walked over and had a wonderful time browsing the shelves and enjoying the space. I’d love to come back for one of their book talks in the future.', 'Albertine is a bookstore located inside the historic Payne Whitney mansion that specializes in French and English books. They carry books across politics, philosophy, literature, and more. The staff are fluent in French and I overhear them …']"
20646,ChIJ3453OAdZwokRja92OOKCugM,The Morgan Library & Museum,Murray Hill,https://www.themorgan.org/,themorganlibrary,Admission,Museum,0.0,{},"['What a marvelous cultural institution! The library is gorgeous and lavishly decorated. Walking into it you are transported into another world, and it truly makes you want to pick up a book and read. The collection of rare books is very …', 'The Morgan Library and Museum is a fascinating glimpse into the gilded age. The collection of books and incunabula is remarkable and displayed expertly. With the knowledge the collection is open to researchers adds to the interest in this …', 'We were able to visit the library for free since the museum is running specials during their anniversary year. The architecture is incredible and the library and exhibition are absolute gems. The museum shop also offers a great variety of …', 'An absolute master class in Library and Librarian History - Beautiful space with some absolutely amazing collection pieces. Unless your made of money, I suggest either getting discounted tickets or waiting until admission is free (they seem …', 'It’s a great opportunity to explore J.P. Morgan’s personal library. The environment is comfortable, and the detailed guided tour provides insights into his life, philosophy, collections, and perspectives. I truly enjoy learning about a person this way—there’s so much to absorb and reflect on.']"
534,ChIJcfbyqFNZwokRUoBP92II4c0,Nami Nori,West Village,http://naminori.nyc/,naminori.nyc,Updates from customers,Sushi restaurant,,,"['Great place to get hand rolls in New York. After it was all said and done, I was a little bit underwhelmed with the food. The flavors weren’t as authentic as I would have liked, and the quality of the rolls could have been better in my …', 'I wanted to try this place during my NYC visit last June after seeing a YouTube recommendation, and it did not disappoint. …', ""My favorite thing about getting sushi here is the atmosphere. It's fun to have one roll served at a time, being told what's on it. It's more fun than getting your food all at once, and it feels easier to enjoy the food when you know what's …"", 'Despite the chill, the restaurant goes above and beyond with heated bricks under the seats, keeping you warm and cozy. They also provide hand warmers, which was such a thoughtful touch that made the outdoor dining experience even better. …', 'Pretty good temaki! We ordered the fries, which were so good with the in house sauces they make, spicy tuna dip (also a hit), and the temaki sets (starter set and the signature set). My husband really liked the coconut shrimp one and my favorite was the spicy tuna. The churro dessert was also really good!']"
1940,ChIJxZmzO7hZwokRx2fls4uU4YU,Semma,West Village,http://semma.nyc/,semmanyc,Add missing information,South Indian restaurant,,{},"['I really enjoyed several of the dishes - the beef short rib in particular was excellent and something I would be excited to get again. The cocktails were good but nothing special, which diminishes the experience somewhat. The only other …', 'Put a full review of this on my substack (lib) but I do think it was worth the long wait. The food was all incredible, especially the dosa and the lamb. …', 'Compliments to the Chef on this culinary gem, such an innovative menu with attention to detail and artistry in every dish, it delivered a dining experience that is both memorable and unmatched in Indian food! …', 'I found the experience to be quite underwhelming, especially considering the one-star hype. The famous dosa was visually appealing, but the potato filling was uneven, clumpy, under-seasoned, and excessively oily. However, I did enjoy the …', 'Coming from a South Indian I was initially skeptical about how the food here would be despite the reviews. However, I was thoroughly satisfied and pleased with the dishes that Semma had. It was not just the nostalgia that hit but really the …']"
101426,ChIJ3dBW9_dZwokR43yOR9TxvXE,Sorate,SoHo,https://sorate.co/,sorate.co,Updates from customers,Tea house,,{},"['The reviews are not lying!! By far the perfect tea house in NYC. The building is small and quaint but it doesnt need the frills of a large coffee shop. …', 'Tried soku superior matcha latte and loved every sip of it. Service was good but a bit slow on the day I visited. Manager is friendly and has seen him taking care of customers really well. Desserts were expensive for the size of it, so didn’t try them. Anyways, I recommend this place for matcha without a doubt. Will be back!', 'Best matcha I’ve ever had to be honest. Well worth every penny and so rich! Best matcha in NYC hands down. Super small and intimate place, expect to wait for your drink. They truly are meticulous about all drinks they make down to the gram.', ""Thank you so much for your kind words! We're thrilled to hear that you enjoyed our matcha and appreciate the care we put into every drink. Your support means the world to us, and we look forward to welcoming you back soon!"", 'I had a fantastic experience at Sorate. The ambiance is cozy and inviting, making it a perfect spot to be midday on a Thursday. Their matcha is top-notch, with a rich, authentic flavor that stands out. The staff is friendly and …']"
623,ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,Chinatown,https://www.shujiaony.com/,,Updates from customers,Chinese restaurant,,{},[]
13987,ChIJ2YwyMVhZwokRE47dTb7x1fo,OKONOMI Brooklyn,Brooklyn,https://www.okonomi.us/,okonomi_yujiramen,Updates from customers,Japanese restaurant,,{},"['Authenticity and exceptional flavors. No notes. Just plan ahead to book reservations especially on weekends as they only have 12 seats (4 at counter and two tables up to 4), absolutely worth the trip. Had been for ramen a few times and finally got to taste their breakfast.', 'What a peaceful space to experience for Japanese breakfast. The spot is tiny and and seats only a handful of people at once. I got the large set with swordfish and an extra egg dip, and had an amazing breakfast meal. Everything complements …', 'So good.\nThe ramen is creative and satisfying , especially now that the cold weather is hitting. A warm bowl of soup plus a cozy restaurant is really all I can ask for. …', 'Timing really is everything. I wasn’t aware how important it is to secure a reservation due to their limited seating. Having walked by several times over the years but never had the chance to check them out. This past weekend I decided to …', 'One of my favorite parts of living in this neighborhood is this restaurant right here. Both the breakfast and dinner menus are great for what they are. The ramen and mazemen are both unique offerings compared to what you’d get at any other …']"
2374,ChIJxwwfGoJZwokRdkYwAaTplOg,Pause Cafe,Lower East Side,http://www.pausecafenyc.com/,pausecafenyc,Updates from customers,Cafe,,{},"['Where do I even start? This is my favorite cafe, and I wish I lived closer to it to be able to get breakfast from here everyday. The turkey cheddar sandwich is made in homemade Moroccan bread and it is super delicious along with the sauce …', 'Good food and good vibes. The classic French Toast was a big hit with my girlfriend. Some work on improving their coffee recipe will make the place above and beyond.', 'I came here for a late lunch around 2:30PM on a Sunday. The place was pretty crowded but I was able to find a table to sit at. More tables were available outside. …', ""Super cute cafe with excellent food. It does get crowded and it's cold in winter because the door constantly opens with people coming and going. So many people sit there in coats. Loved the avocado toast!"", 'Wonderful spot for food and coffee! Great hours too- open late. However, there are now NO laptops allowed since the outdoor space has been taken down. …']"
21794,ChIJAQCweZxZwokRmyqYmYM3Ze8,Mountain House East Village 川山甲,East Village,https://www.szechuanmountainhouse.com/,szechuanmountainhouse,Updates from customers,Sichuan restaurant,,{},"['This place is a fantastic Sichuan restaurant! 🥢 Mountain 🏔️ House 🏠 in the East Village 🗽 serves an endless selection of delicious 🤤 (yet spicy 🥵) dishes! 🍽️ Definitely they the Ribs 🍖 and the Corn! 🌽 Service is quick ⏲️, the place is …', 'Hi Alon, thank you for your review. We cannot wait to meet you next time!', 'The food is incredibly good. All 3 dishes are worth trying! Spicy Frog Lover - Pepper Lover Chicken - Dry pepper with fried pork intestine.\nThe cocktails are perfect. Recommends -Lychee and Rose. Vibe is sweet and chill. Will definitely come again.', 'I went there yesterday and it was amazing! Great food and service. I felt taken care of. I ordered the sautéed eggplant with garlic sauce, (amazing!) and the Ma-la boiled beef! Man completely worth it! Absolutely everything was cooked to …', 'This place is a little secret. Authentic Szechuan food with flavours that absolutely explode in your mouth - every dish was a delight and this is a must-go to spot for folks who like a nice pop in their mouth. The staff will walk you …']"
1150,ChIJbQc9ABZZwokRMAK6C-Ekxg4,Bonnie's,Brooklyn,https://www.bonniesbrooklyn.com/,bonniesbrooklyn,Updates from customers,Cantonese restaurant,,{},"['Great dinning experience at Bonnie’s! The space was so cozy, good amount of indoor and outdoor seating. The staff were super friendly and helpful with recommendations. We weren’t expecting much for the food but it surpassed our …', '2 friends and I got a reservation for a Tuesday night. We had been wanting to try this spot for a while now and it’s always hard to get a table!\nWe ordered the clam chowder jook, naw mak fan, and jiew yeem yao yu with rice to …', 'Great vibe and enjoyed the wine selection. Rice rolls were our favorite and a stand out. The congee is comforting but a little mild. The char siu sandwich was rich. Fries were great. $130 total for 2 people', 'The chrysanthemum salad, fries, and dessert sundae were standouts. The cacio e pepe was perfectly cooked but still a bit boring compared to the rest. Our waiter was very sweet. A tad expensive but overall worth the trip!', 'If you’re lucky enough to get a reservation here definitely go!! Very unique twist on Chinese food. I loved everything we ordered! The rice noodle rolls were definitely my favorite, loved the string beans and the fries are AMAZING. The pool …']"
139245,ChIJ02sY7ydZwokRQNtTpmBywcc,KIJITORA,Brooklyn,https://www.kijitorabrooklyn.com/,,Updates from customers,Coffee shop,,{},"['Has great matcha drinks! I wanted to grab a drink with some friends and saw this nearby. It’s a very cute small spot with drinks and small bites. We had the tiramisu latte and the strawberry matcha. The tiramisu latter was very good not too …', 'Came here to strictly to try the infamous Kijitora strawberry matcha latte. The drink itself was very pleasing to the eyes and I was excited to finally try it. The drink itself was very refreshing and perfect for the hot weather, though I …', 'Cute little cafe, refreshing drinks and cool little cat decor! I got the iced strawberry matcha latte and it was very refreshing and had a good strawberry taste. My friend got the hoji tea and it was delicious, reminiscent of black tea. Overall a nice place to relax and get a refreshing sweet drink!', 'Very nice place but if you’re coming based off of a reel or tiktok don’t expect too much, its a bit smaller than expected and the only cat themed things seemed to be the little trinkets around the shop and perhaps a sandwich saw in some …', 'Cute place. REALLY good quality matcha! Absolutely loved the taste and how creamy it was. There seems to be a line usually and it’s a very tiny place. However, they stand strong in their drinks. Strawberry matcha was really good, and so was …']"
4347,ChIJI3VG1kxYwokRECoJD1lSvSY,Parcelle Chinatown,Chinatown,http://www.parcellewine.com/,parcellewine,Add missing information,Wine bar,,{},"['I picked this place for my birthday and i did the correct thing. Right when you walk in, you instantly fell in love with the atmosphere, design, lighting and everything that you’re eyes can see. We had olivas, and ricotta to start and then …', 'Hey Oscar! We loved having you both in - come back anytime!', 'One of my new fave wine bars! Amazing natural wine selection and especially loved the meinklang orange my friend and I had! Staff are also super sweet.', 'Thank you so much Cynthia! Come by and see us again soon!', 'I was most impressed with the furniture here (which is probably not a good things to say about a wine bar) …']"
2347,ChIJqaiomQBZwokRTHOaUG7fUTs,New York Public Library - Stephen A. Schwarzman Building,Midtown South,https://www.nypl.org/locations/schwarzman,nypl,Updates from customers,Public library,0.0,{},"['If you have the opportunity to visit, the lions and the grandeur of the library make it an unforgettable experience. In front of the library, the area is adorned with fountains and gardens that contribute to the serene atmosphere of the …', 'New York Public Library – A Dream Destination for Book and History Lovers\n\nThe New York Public Library is a must-visit if you have a passion for books, …', 'This is a free museum! Great! Remember that you can only visit the main reading room at certain times. You can get in at other times if you say you\'re going to study. The ""Treasures"" exhibition is just wonderful! The library store is the …', 'The New York Public Library on Fifth Avenue is a true gem of the city. Its iconic Beaux-Arts architecture, complete with majestic stone lions guarding the entrance, sets the tone for the sense of history and grandeur you’ll experience …', 'Simply unmissable if you’re in New York! It’s a must-visit, and even if you don’t plan on borrowing a book, it’s worth waiting in line and sitting inside for a few minutes to let the atmosphere soak into your mind. The building itself is absolutely stunning!']"
15968,ChIJV8leYltbwokRj0VpRTF8wqk,Reception Bar,Chinatown,http://receptionbar.nyc/,receptionbar.nyc,Popular times,Bar,,{},"['Stunning creative and delicious cocktails keep me coming back to Reception Bar on a night out! There has not been a miss on their menu for us! …', ""Went here recently for a few drinks because I always passed by and was curious. It was lively and the bar was very aesthetic. People were chatting and enjoying themselves. Sitting at the bar felt nice but not very enjoyable if you don't …"", 'Venturing into the world of Korean-inspired cocktails at this reception bar was an adventure in itself.\nInfused with distinct Korean spices, each cocktail boasted an exuberant, yet …', 'They kept me going during quarantine days. I would come by on my walks and order their Asian version of a mulled wine to sip on in the cold, then chat a bit with the staff and get some human interaction. They had dog food on hand to feed …', ""Highly recommend this bar. I have been three times, so far. Exceptional mixing and creativity. One of a kind balance of warm atmosphere and style. The staff were genuine and welcoming. It's obvious they care about what they do. I had the Smokes and Incheon cocktails, which were perfect, as well as delicious pork mandu.""]"
16170,ChIJ4-bYSvxbwokRPhLlLQFzOEo,Win Son,Brooklyn,https://winsonbrooklyn.com/,,Updates from customers,Taiwanese restaurant,,{},"['Lived for a few years in Taiwan in my youth. The food brings me back to that beautiful country. The oyster pancakes are nice. Everything else is a little bit too salty for the taste of me and my Taiwanese girlfriends. Good that they have …', 'What we had: sesame noodles (7/10), beef roll (9/10), chicken wontons (10/10), ice cream sandwich (7/10) …', 'Have been to Win Son Bakery a few times; finally tried their restaurant! A romantic, sweet spot for a casual date. …', '11/10, amazing spot. Perfect fun vibes date night stop or place to go out with friends. The matcha drink is incredible, not too sweet, and very smooth. All of the food was incredible. Would 100% order all of these again: …', 'My friends and I had a pleasant brunch here on NYE. Our server Maria was FANTASTIC! Since it was our first time here, her recommendation on what to order exceeded our expectations—everything from marinated cucumbers to fried eggplant to …']"
1953,ChIJ7VEEjYNZwokRS0bdsXA3uyg,Russ & Daughters,Lower East Side,https://www.russanddaughters.com/,russanddaughters,Updates from customers,Bagel shop,,{},"['Super fantastic. The lox was amazingggggg. The fish was actually perfect. The bagel was pretty good (9/10), and likewise the cream cheese, but the star is the fish. I had the pastrami salmon. Totally fantastic. …', 'One of the best Bagels ever, fresh, delicate and delicious!\nPretty busy but very well serviced.\nHighly recommended! …', 'This is the famous Russ and Daughters location on Houston St.\nBe prepared to pay top dollar in this Jewish Deli.\nI got 1/2 pound of both Sable and Sturgeon; $70 bucks. …', ""It's delicious however the portions look as if they're designed for a small child. They give you just a sliver of salmon and cut the bread so small as if it's being packed for a kid's school lunch. Definitely not ideal if you are trying to …"", 'Quite busy place, packed with people and full of buzz. But well worth the wait. Bagel, salmon and all the ingredients are fresh and the sandwich is definitely one of the best I have ever had. Highly recommend.']"
14987,ChIJW-3UoWxZwokRrli2mpfYZdo,NUBIANI,Midtown South,https://www.nubianinyc.com/,nubiani.nyc,From the owner,Korean barbecue restaurant,,{},"['Best meal I had in New York! Came here for lunch during my trip and loved how amazing the service was. Food was delicious and meats were super fresh. Lots of variety of unlimited refills of banchan, and cherry on top was when they grill the meats for you.', ""The food was good.  We ordered three beef dishes for two people and the scallion pancake.  It was more food than I expected.  Two meats would've been enough.  The server recommended the beef as that's what they're know for.  She was right."", 'The food quality here is excellent, and everything was delicious. However, I found it uncomfortable that the staff would stand right in front of us (at the two-person tables) talking to each other, which created a slightly awkward atmosphere. That said, the meat was top-notch—perfectly cooked and incredibly flavorful.', 'Best Korean barbecue in k town. The beef set is really worthy and the portion is really good. The marinated beef is the best, which is really rich with soy sauce taste. The server is really nice and constantly check on our banchan (side dishes). And the meat is cooked on point.', 'So delicious!! The staff was so friendly and cooked everything perfectly. Along with all the banchan and steamed egg AND ice cream dessert that comes with your meal (which were all soooo good), our party of two ordered 3 meats and a noodle …']"
1954,ChIJeSToyohZwokRVHVIMsXPIUk,Little Ruby's SoHo,Little Italy,https://www.rubyscafe.com/,rubyscafe,Updates from customers,Restaurant,,,"['Little Ruby’s really impressed me. I went there craving a burger, but was blown away by their chicken sandwich. It was one of the better fried chicken sandwiches I’ve had in recent memory. …', ""I liked this place but it didn't seem that it lived up to the viral hype. The pancakes were not as great as I thought. They were good! But I've had better. The menu options seemed a little generic. But it is a decent casual spot for …"", ""Hi Sarah - Thanks for sharing your experience. We're glad you enjoyed the Big Breakfast and the service. We understand that the pancakes might not have lived up to the hype, but we appreciate your feedback. We're always working to improve our menu and will share your feedback with the team."", ""Maybe it's not the most fancy place, and you can even see it as a small and crowded hut, but it was one of the best breakfasts I've had recently, very varied and based on fresh products.  Varied variations of breakfasts.  There is no way to be in New York and not visit this tiny place"", ""Hi Charlie - Thank you for your review! We're glad you enjoyed our breakfast. If there's anything we could have done to make this a 5-star experience, please reach out to us at soho@rubyscafe.com as we're always looking to improve.""]"
15964,ChIJo7aE7KVZwokROU0QFO30FLA,Patent Pending,NoMad,https://www.patentpendingnyc.com/,,Updates from customers,Cocktail bar,,{},"[""I've had my eye on this bar for awhile and was very excited to visit. Now, this place is the modern day definition of speakeasy because I embarrasingly walked past the location probably 5 times before I finally found the entrance. …"", 'The drinks are delicious. The ambiance is captivating. The mixologist/bartender (Niko) is cool. If you have an opportunity to check this place out, do it and order the small guac because it’s actually a very healthy serving size. I’ll be back and I will have a couple more.\nCan’t wait!', ""Patent Pending in New York City is a speakeasy-style cocktail bar hidden behind a coffee shop, located in the historic Radio Wave Building where Nikola Tesla once lived. This unique setting provides a perfect backdrop for the bar's theme, …"", 'We held an engagement party in the Lab at Patent Pending. The space is tucked away behind the main bar in a private, intimate room. It is the perfect place to host a party with the same incredible and innovated drinks available. The food …', 'Had a wonderful time celebrating my birthday at patent pending in the lab. Drinks are top notch. Vibe is aesthetically pleasing and cool. Prepare for a bit of a wait at the front. Speakeasy behind a coffee shop.']"
439,ChIJ_RUJvZZZwokRNUEv3K4nSik,OLIO E PIÙ,West Village,https://www.olioepiu.com/,olioepiu,Updates from customers,Italian restaurant,,{},"['I recently visited this restaurant, and I must say it was an amazing experience from start to finish. The food was absolutely delicious—each dish was bursting with flavor, and the variety was impressive. The hostess greeted us warmly, and …', 'Super cute place that’s always crowded and lively. They offer a good selection of classic Italian food. I went there with my friend for lunch and we got the good old carbonara and a branzino. Loved both. Flavorful and nicely made. The …', 'Amazing experience last night. Big thank you to Omar for going above and beyond to make sure we were accommodated and felt welcome. The food and wine recommendations were stellar! Our waiter was very attentive despite how packed and busy …', 'This place is a little small but the atmosphere was inviting. The host and our waiter was exceptional. The food was amazing! The carbonara was ok but the dish with red sauce was AMAZING! The pizza crust is too chewy although the sauce was yummy!! We enjoyed our time! Make reservations in advance. They are always packed and booked out!', 'Friendly staff, a lovely atmosphere, and delicious meals! I’m usually hesitant about visiting Italian restaurants in the US, but this one completely changed my mind. The service and ambiance were excellent. We opted for the classic lunch …']"
7121,ChIJ8eEu0JxZwokRNFpDI_HBFmc,Raku,East Village,http://www.rakunyc.com/,rakunyc,Add missing information,Japanese restaurant,,{},"['No wonder why they’re called the best ramen place in Manhattan, the dishes were soooo good! We looooved the Agedashi tofu, it was literally the best I’ve ever tried! The chicken was also very good, but the shrimp tempuras were phenomenal …', 'The food was so fresh and good taste! It was a little difficult to read the menu if you don’t know the dishes but our server was really kind and explained everything and give us amazing suggestions! I loved the fried chicken, the sauce was insane!', 'Wanted to give this restaurant a try due to its popularity for udon. Walked in on a Monday 5 pm therefore no wait which was great. The appetizers were my favorite rather than the udon. The tofu tasted tender and flavorful. The sushi …', 'Been here plenty of times over the years and have always had a great time! They recently expanded and the interior with the bar at the entrance and separated booth seating right next door. …', 'The BEST udon EVER!!! My brother, who lives in NY, brought me and my mom here for lunch. He ordered everything for us, and it was perfect! …']"
2454,ChIJmSvG_ZFZwokRTOFeiLXzkmA,Carbone New York,Greenwich Village,https://www.carbonenewyork.com/?utm_medium=Click&utm_source=GoogleMyBusiness,majorfoodgroup,Add missing information,Italian restaurant,,{},[]
33,ChIJrVAECUhfwokRsoEFM0dN67Q,Elsewhere,Brooklyn,http://www.elsewherebrooklyn.com/?utm_source=google-my-business&utm_medium=organic,elsewherespace,Events,Live music venue,,,"['Elsewhere, presents a dynamic atmosphere that appeals to both locals and visitors. Parking options include limited street parking and nearby lots, with convenient public transport access enhancing its appeal. The venue boasts a diverse menu …', 'Been to the Hall and Zero One. Both venues had good space and layout, but I really enjoyed the Hall. The lighting designer was really on point, and I felt like it was a unique way of interacting with standard disco balls and pin lights. It was easy to get drinks, and the cost check was well organized.', 'Lovely venue, cheap drinks and cheaper admission at the door if you pay by cash! Got to see awesome sets with intermission between so you can rest out in the cute courtyard or the beautiful rooftop view with even additional bands on top!', 'Awesome venue with plenty of space. The sound mix was top-notch. Could hear everything clear from anywhere in the venue. Free water, huge gender neutral bathroom, multiple bars, outdoor space for hanging in between sets, coat check... …', 'i went to 6arleyhuman’s concert here recently with That Kid opening . it was a really nice experience and my only issue is the pricing. to get a liquid death at the bar was 6$ and coat check is 5$ per item per person. i don’t see coat checks at venues a lot though so i appreciated the option nonetheless!']"
15013,ChIJeWk_ncJZwokR1QHfApa0dQo,Pranakhon,Greenwich Village,https://pranakhonnyc.com/,,Updates from customers,Thai restaurant,,,"[""Amazing Thai food, highly recommend if you're nearby.\n\nWe had a reservation for opening but we could have just walked in (it looks like …"", 'Excellent and well worth the hype! Brings me back to when I lived in Thailand for a few years in my youth. Definitely order the whole fish. Superbly fragrant. Could not stop eating. The mango sticky rice also great! Will come back again and again.', ""A NYC Gem That's Pure Thai Magic! ✨\n\nForget the hype, Pranakhon delivers authentic Thai cuisine that's so good, it's …"", 'The food was so good!! One of the nicest Thai restaurant in the area! The atmosphere is so cozy and unique too, like vintage mixed with modern Thai street vibes! Brought our friend here for his birthday and it was a great decision! Their …', 'Pranakhon is a fantastic spot, whether you’re looking for a quick lunch or a relaxed evening. The food is flavorful and satisfying, served promptly without compromising quality. The vibe is welcoming, and their craft cocktails are a must-try if you have time to linger. A great choice for any occasion!']"
48602,ChIJ-3ZSb5xZwokRDb2PQKNwwbU,Sake Bar Decibel,East Village,http://www.sakebardecibel.com/,sakebar.decibel,Add missing information,Bar,,{},"['We waited in line for about 20 minutes on a saturday around midnight. The vibes were good I liked the ambiance. a lot of the reviews said it was too loud but i didnt feel that. the food and drinks are also pretty affordable - we got the gyu don and una don but the una don had too much sauce imo', ""Love the vibe and ambiance here. We went on a Friday's night, so the waiting time was quite long. Foods and drinks are decent."", 'Sake Bar Decibel is hands down one of my favorite hidden gems in NYC. Tucked away in a cozy basement, stepping inside feels like being transported straight to a secret bar in Tokyo. The atmosphere is dark, intimate, and a little gritty, …', 'I recently visited Sake Bar Decibel and had a great time. I tried the salmon sashimi and sausage, and both were really tasty. The food came out hot and fresh, and the flavors were spot on. The service was quick and the staff were attentive, …', 'We only ordered sake, not food, but it’s a fun, cozy, and dark spot!']"
3357,ChIJm7ryTglZwokRsgnJB6CDMCo,Wayan,Little Italy,http://www.wayan-nyc.com/,wayan_nyc,Updates from customers,Indonesian restaurant,,,"['Such a fun dining experience! Absolutely loved the vibe and the service was phenomenal. Food was served very quickly and served as ready. This was more than enough food for two people and we didn’t finish everything. Favorite dish was the …', 'we came here for the $60 restaurant week deal. cool space and good service. the desserts were honestly incredible and as were the spring rolls. i would go back for the skate wing as well. very rice heavy but super flavourful. i would go …', 'Had such a great dinner experience recently. From the aesthetics, to service, and the meal!! I’d definitely come back and try some other items from the menu.\nThe Lobster noodles were my favorite for sure. Super tasty with the perfect amount of spice.', 'Great dining spot! Wayan was recommended to us by a friend and it did not disappoint. The chicken satay were really authentic, and the scallop satay blew us away. We also really enjoyed the grilled octopus, the citrus salad. The lobster …', ""I visited Wayan NYC on New Year 's Eve and had high expectations given its reputation. The service was exceptional—attentive, friendly, and professional. The staff truly made the experience enjoyable. …""]"
3326,ChIJyW-u9iZawokRY1sHXGzZHGI,Chinese Tuxedo,Chinatown,http://www.chinesetuxedo.com/,,Updates from customers,Chinese restaurant,,{},"['Loved the squid ink pasta, shrimp toast and oxtail buns. The burrata was some of the best we’ve ever had to all our surprise and was personally my favorite. Service was good and the courses were well spaced out timing wise', 'Had to book this spot two weeks in advance to secure a table and I now know why. This place is top tier all around. The staff were warm, welcoming and attentive. They made the experience all the better with their professionalism. The drinks …', 'The service was excellent, and I was able to make a reservation two weeks prior.  While the food was decent, nothing stood out as particularly special. …', 'Now, I’m a generous reviewer, but I have to tell you, this place blew my mind. The outside seemed very boring, but immediately when I went inside, I was greeted to a large room with candlelit tables, perfectly setting the atmosphere. We …', 'A modern Chinese restaurant with an interesting take on traditional Chinese flavours and ambitious restaurant design. We especially liked the eggplant dish and the dan dan noodles. …']"
