corner_place_id,name,neighborhood,website,instagram_handle,timestamp,google_id,description,hours,category,price,reviews,rating
534,Nami Nori,West Village,http://naminori.nyc/,naminori.nyc,2025-02-23T11:50:07.114104,ChIJcfbyqFNZwokRUoBP92II4c0,Temaki hand rolls and other Japanese bites served in a minimalist setting with neutral tones.,,Sushi restaurant,$50–100,"['Great place to get hand rolls in New York. After it was all said and done, I was a little bit underwhelmed with the food. The flavors weren’t as authentic as I would have liked, and the quality of the rolls could have been better in my …', ""My favorite thing about getting sushi here is the atmosphere. It's fun to have one roll served at a time, being told what's on it. It's more fun than getting your food all at once, and it feels easier to enjoy the food when you know what's …"", 'I wanted to try this place during my NYC visit last June after seeing a YouTube recommendation, and it did not disappoint. …', 'Despite the chill, the restaurant goes above and beyond with heated bricks under the seats, keeping you warm and cozy. They also provide hand warmers, which was such a thoughtful touch that made the outdoor dining experience even better. …', 'Pretty good temaki! We ordered the fries, which were so good with the in house sauces they make, spicy tuna dip (also a hit), and the temaki sets (starter set and the signature set). My husband really liked the coconut shrimp one and my favorite was the spicy tuna. The churro dessert was also really good!']",
1940,Semma,West Village,http://semma.nyc/,semmanyc,2025-02-23T11:50:16.289649,ChIJxZmzO7hZwokRx2fls4uU4YU,"Stylish, relaxed restaurant serving regional specialties from Southern India, plus cocktails and wine.","{'Sunday': 'Closed', 'Monday': '5 to 10 PM', 'Tuesday': '5 to 10 PM', 'Wednesday': '5 to 10 PM', 'Thursday': '5 to 10 PM', 'Friday': '5 to 10 PM'}",South Indian restaurant,$50–100,"['I really enjoyed several of the dishes - the beef short rib in particular was excellent and something I would be excited to get again. The cocktails were good but nothing special, which diminishes the experience somewhat. The only other …', 'Compliments to the Chef on this culinary gem, such an innovative menu with attention to detail and artistry in every dish, it delivered a dining experience that is both memorable and unmatched in Indian food! …', 'I found the experience to be quite underwhelming, especially considering the one-star hype. The famous dosa was visually appealing, but the potato filling was uneven, clumpy, under-seasoned, and excessively oily. However, I did enjoy the …', 'Coming from a South Indian I was initially skeptical about how the food here would be despite the reviews. However, I was thoroughly satisfied and pleased with the dishes that Semma had. It was not just the nostalgia that hit but really the …', 'I can’t begin to start about how awesome Semma is, bringing an authentic menu that has many amazing hits. My favorites from here are the just try Gun Powder Dosa, the Coconut curry lobster, and the Sea Bass. Everything on here is worth a …']",
101426,Sorate,SoHo,https://sorate.co/,sorate.co,2025-02-23T11:50:25.373645,ChIJ3dBW9_dZwokR43yOR9TxvXE,"
Dine-in
·

Curbside pickup
·

Delivery
","{'Sunday': '9 AM to 7 PM', 'Monday': '8 AM to 7 PM', 'Tuesday': '8 AM to 7 PM', 'Wednesday': '8 AM to 7 PM', 'Thursday': '8 AM to 7 PM', 'Friday': '8 AM to 7 PM'}",Tea house,,"['The reviews are not lying!! By far the perfect tea house in NYC. The building is small and quaint but it doesnt need the frills of a large coffee shop. …', 'Tried soku superior matcha latte and loved every sip of it. Service was good but a bit slow on the day I visited. Manager is friendly and has seen him taking care of customers really well. Desserts were expensive for the size of it, so didn’t try them. Anyways, I recommend this place for matcha without a doubt. Will be back!', 'Best matcha I’ve ever had to be honest. Well worth every penny and so rich! Best matcha in NYC hands down. Super small and intimate place, expect to wait for your drink. They truly are meticulous about all drinks they make down to the gram.', 'I had a fantastic experience at Sorate. The ambiance is cozy and inviting, making it a perfect spot to be midday on a Thursday. Their matcha is top-notch, with a rich, authentic flavor that stands out. The staff is friendly and …', '10/10 experience⭐️\nI went on a Monday afternoon and the line was out the door due to the small size of the shop; but the wait is so worth it! The man preparing the matcha is very …']",
623,Shu Jiao Fu Zhou,Chinatown,https://www.shujiaony.com/,,2025-02-23T11:50:35.731958,ChIJ3au6oIdZwokRRpuRY9nbgik,Simple Chinese cafe specializing in soups & noodles with a view of workers making dumplings by hand.,"{'Sunday': '8:30 AM to 8 PM', 'Monday': '8:30 AM to 8 PM', 'Tuesday': '8:30 AM to 8 PM', 'Wednesday': '8:30 AM to 8 PM', 'Thursday': '8:30 AM to 8 PM', 'Friday': '8:30 AM to 8 PM'}",Chinese restaurant,$1–10,"['This place probably has the best Chinese dumplings in NYC. Every dish here tastes incredibly authentic. I used to order steamed dumplings and peanut butter noodles in high school in China, and they taste just like that here. Plus, the …', 'A hot, fresh, satisfying meal for $6!?!?!?!!! 🤯 This cost less than a small latte!!! The gentleman who took my order was nice and efficient. The food came out quickly and was piping hot. Lots of condiments on the table to add to the dishes …', 'Authentic taste and extraordinarily clean. Had the peanut noodles and pork and chive dumplings. If I wasn’t doing a Chinatown food crawl, I’d definitely have ordered way more. Service is extremely efficient and the place is always busy.', 'Definitely one of the best places for home-made dumplings. Good price and the place smells like grandma’s kitchen when the festive comes and everyone makes dumplings together on the long table. But it is a small space, so it is not easy to grab seat, and I don’t like the plastic silverware and plates.', 'High value, fast, authentic Chinese food. Well packaged to go. Pork & chives dumplings were fantastic. So were the pork buns. Cash only. Quick service. Friendly people. Several tables. Very “no frills” experience. A meal costs $3.5-7, and “small” is pretty big.']",
13987,OKONOMI Brooklyn,Brooklyn,https://www.okonomi.us/,okonomi_yujiramen,2025-02-23T11:50:44.925703,ChIJ2YwyMVhZwokRE47dTb7x1fo,""" Small Japanese place serving ramen, bento, and donburi, plus a range of sake.""","{'Sunday': '9 AM to 2:30 PM, 5:30 to 9:30 PM', 'Monday': '9 AM to 2:30 PM, 5:30 to 9:30 PM', 'Tuesday': '9 AM to 2:30 PM, 5:30 to 9:30 PM', 'Wednesday': '9 AM to 2:30 PM, 5:30 to 9:30 PM', 'Thursday': '9 AM to 2:30 PM, 5:30 to 9:30 PM', 'Friday': '9 AM to 2:30 PM, 5:30 to 9:30 PM'}",Japanese restaurant,$30–50,"['Authenticity and exceptional flavors. No notes. Just plan ahead to book reservations especially on weekends as they only have 12 seats (4 at counter and two tables up to 4), absolutely worth the trip. Had been for ramen a few times and finally got to taste their breakfast.', 'What a peaceful space to experience for Japanese breakfast. The spot is tiny and and seats only a handful of people at once. I got the large set with swordfish and an extra egg dip, and had an amazing breakfast meal. Everything complements …', 'So good.\nThe ramen is creative and satisfying , especially now that the cold weather is hitting. A warm bowl of soup plus a cozy restaurant is really all I can ask for. …', 'Timing really is everything. I wasn’t aware how important it is to secure a reservation due to their limited seating. Having walked by several times over the years but never had the chance to check them out. This past weekend I decided to …', 'One of my favorite parts of living in this neighborhood is this restaurant right here. Both the breakfast and dinner menus are great for what they are. The ramen and mazemen are both unique offerings compared to what you’d get at any other …']",
2374,Pause Cafe,Lower East Side,http://www.pausecafenyc.com/,pausecafenyc,2025-02-23T11:50:54.625599,ChIJxwwfGoJZwokRdkYwAaTplOg,"Cozy coffeehouse serving breakfast, sandwiches & smoothies in a homey space with Moroccan accents.","{'Sunday': '7 AM to 7 PM', 'Monday': '7 AM to 8 PM', 'Tuesday': '7 AM to 8 PM', 'Wednesday': '7 AM to 8 PM', 'Thursday': '7 AM to 8 PM', 'Friday': '7 AM to 8 PM'}",Cafe,$10–20,"['Where do I even start? This is my favorite cafe, and I wish I lived closer to it to be able to get breakfast from here everyday. The turkey cheddar sandwich is made in homemade Moroccan bread and it is super delicious along with the sauce …', 'Good food and good vibes. The classic French Toast was a big hit with my girlfriend. Some work on improving their coffee recipe will make the place above and beyond.', 'I came here for a late lunch around 2:30PM on a Sunday. The place was pretty crowded but I was able to find a table to sit at. More tables were available outside. …', ""Super cute cafe with excellent food. It does get crowded and it's cold in winter because the door constantly opens with people coming and going. So many people sit there in coats. Loved the avocado toast!"", 'Wonderful spot for food and coffee! Great hours too- open late. However, there are now NO laptops allowed since the outdoor space has been taken down. …']",
21794,Mountain House East Village 川山甲,East Village,https://www.szechuanmountainhouse.com/,szechuanmountainhouse,2025-02-23T11:51:03.955663,ChIJAQCweZxZwokRmyqYmYM3Ze8,"Group-friendly destination for homey Sichuan dishes, many of which are made with chili's, and pots of tea.","{'Sunday': '11:30 AM to 10 PM', 'Monday': '11:30 AM to 10 PM', 'Tuesday': '11:30 AM to 10 PM', 'Wednesday': '11:30 AM to 10 PM', 'Thursday': '11:30 AM to 10 PM', 'Friday': '11:30 AM to 11 PM'}",Sichuan restaurant,$30–50,"['This place is a fantastic Sichuan restaurant! 🥢 Mountain 🏔️ House 🏠 in the East Village 🗽 serves an endless selection of delicious 🤤 (yet spicy 🥵) dishes! 🍽️ Definitely they the Ribs 🍖 and the Corn! 🌽 Service is quick ⏲️, the place is …', 'The food is incredibly good. All 3 dishes are worth trying! Spicy Frog Lover - Pepper Lover Chicken - Dry pepper with fried pork intestine.\nThe cocktails are perfect. Recommends -Lychee and Rose. Vibe is sweet and chill. Will definitely come again.', 'I went there yesterday and it was amazing! Great food and service. I felt taken care of. I ordered the sautéed eggplant with garlic sauce, (amazing!) and the Ma-la boiled beef! Man completely worth it! Absolutely everything was cooked to …', 'This place is a little secret. Authentic Szechuan food with flavours that absolutely explode in your mouth - every dish was a delight and this is a must-go to spot for folks who like a nice pop in their mouth. The staff will walk you …', 'We just came back from this place. Food and service are all the best in my experience. My farvorite is 酒香土豆牛腩. The garlic shrimp in the picture is also delicious. Highly recommended when you are around and want to find a place to eat. You …']",
1150,Bonnie's,Brooklyn,https://www.bonniesbrooklyn.com/,bonniesbrooklyn,2025-02-23T11:51:13.436895,ChIJbQc9ABZZwokRMAK6C-Ekxg4,"Elevated Chinese dishes, cocktails, and wines offered in a casual restaurant.","{'Sunday': '4 to 9 PM', 'Monday': 'Closed', 'Tuesday': '5:30 to 10 PM', 'Wednesday': '5:30 to 10 PM', 'Thursday': '5:30 to 10 PM', 'Friday': '5 to 10 PM'}",Cantonese restaurant,$50–100,"['Great dinning experience at Bonnie’s! The space was so cozy, good amount of indoor and outdoor seating. The staff were super friendly and helpful with recommendations. We weren’t expecting much for the food but it surpassed our …', 'This place is outstanding. The food is incredible, notably the pork riblet and the Cheung fun along with the chrysanthemum salad. All fab. Will be back for the cacio pepe. The bartender kwame is a dream and makes excellent drinks and really heightens the overall experience for all bar guests.', '2 friends and I got a reservation for a Tuesday night. We had been wanting to try this spot for a while now and it’s always hard to get a table!\nWe ordered the clam chowder jook, naw mak fan, and jiew yeem yao yu with rice to …', 'Great vibe and enjoyed the wine selection. Rice rolls were our favorite and a stand out. The congee is comforting but a little mild. The char siu sandwich was rich. Fries were great. $130 total for 2 people', 'I love it when a place actually delivers!! Great staff, excellent drinks and yes the sando is worth it. Sit at the bar, order the msg martini and the lovely staff will guide you through the menu 💯 …']",
139245,KIJITORA,Brooklyn,https://www.kijitorabrooklyn.com/,,2025-02-23T11:51:42.551581,ChIJ02sY7ydZwokRQNtTpmBywcc,"4.6
(179)
·$1–10","{'Sunday': '8 AM to 7 PM', 'Monday': '8 AM to 5 PM', 'Tuesday': '8 AM to 5 PM', 'Wednesday': '8 AM to 5 PM', 'Thursday': '8 AM to 5 PM', 'Friday': '8 AM to 7 PM'}",Coffee shop,$1–10,"['Has great matcha drinks! I wanted to grab a drink with some friends and saw this nearby. It’s a very cute small spot with drinks and small bites. We had the tiramisu latte and the strawberry matcha. The tiramisu latter was very good not too …', 'Cute little cafe, refreshing drinks and cool little cat decor! I got the iced strawberry matcha latte and it was very refreshing and had a good strawberry taste. My friend got the hoji tea and it was delicious, reminiscent of black tea. Overall a nice place to relax and get a refreshing sweet drink!', 'Very nice place but if you’re coming based off of a reel or tiktok don’t expect too much, its a bit smaller than expected and the only cat themed things seemed to be the little trinkets around the shop and perhaps a sandwich saw in some …', 'Cute place. REALLY good quality matcha! Absolutely loved the taste and how creamy it was. There seems to be a line usually and it’s a very tiny place. However, they stand strong in their drinks. Strawberry matcha was really good, and so was …', 'Their tiramisu latte and strawberry match is to die for!!!\nWe keep coming back for it.\nRecently tried their chestnut Matcha latte and it has become my new favorite!']",
4347,Parcelle Chinatown,Chinatown,http://www.parcellewine.com/,parcellewine,2025-02-23T11:51:51.710602,ChIJI3VG1kxYwokRECoJD1lSvSY,"4.6
(99)
·$50–100","{'Sunday': 'Closed', 'Monday': 'Closed', 'Tuesday': '5 to 10 PM', 'Wednesday': '5 to 10 PM', 'Thursday': '5 to 10 PM', 'Friday': '5 to 11 PM'}",Wine bar,$50–100,"['I picked this place for my birthday and i did the correct thing. Right when you walk in, you instantly fell in love with the atmosphere, design, lighting and everything that you’re eyes can see. We had olivas, and ricotta to start and then …', 'One of my new fave wine bars! Amazing natural wine selection and especially loved the meinklang orange my friend and I had! Staff are also super sweet.', 'I was most impressed with the furniture here (which is probably not a good things to say about a wine bar) …', 'Love this place from the decor to the wine selection to the food and service! Everything is great! …', 'such a vibey wine bar! great wine, fun patio, good food and great location. a must try. the wine options are fantastic and the summer patio makes each sip better. the small bites are an incredible pairing to every glass. the candle/lowlit environment inside make it a great date/calming evening location.']",
2347,New York Public Library - Stephen A. Schwarzman Building,Midtown South,https://www.nypl.org/locations/schwarzman,nypl,2025-02-23T11:52:00.985384,ChIJqaiomQBZwokRTHOaUG7fUTs,"NYC's flagship library, in a beaux arts building next to Bryant Park, flanked by iconic stone lions.","{'Sunday': '1 to 5 PM', 'Monday': '10 AM to 6 PM', 'Tuesday': '10 AM to 8 PM', 'Wednesday': '10 AM to 8 PM', 'Thursday': '10 AM to 6 PM', 'Friday': '10 AM to 6 PM'}",Public library,$,"['If you have the opportunity to visit, the lions and the grandeur of the library make it an unforgettable experience. In front of the library, the area is adorned with fountains and gardens that contribute to the serene atmosphere of the …', 'New York Public Library – A Dream Destination for Book and History Lovers\n\nThe New York Public Library is a must-visit if you have a passion for books, …', 'This is a free museum! Great! Remember that you can only visit the main reading room at certain times. You can get in at other times if you say you\'re going to study. The ""Treasures"" exhibition is just wonderful! The library store is the …', 'The New York Public Library on Fifth Avenue is a true gem of the city. Its iconic Beaux-Arts architecture, complete with majestic stone lions guarding the entrance, sets the tone for the sense of history and grandeur you’ll experience …', 'Simply unmissable if you’re in New York! It’s a must-visit, and even if you don’t plan on borrowing a book, it’s worth waiting in line and sitting inside for a few minutes to let the atmosphere soak into your mind. The building itself is absolutely stunning!']",
15968,Reception Bar,Chinatown,http://receptionbar.nyc/,receptionbar.nyc,2025-02-23T11:52:10.164325,ChIJV8leYltbwokRj0VpRTF8wqk,"Simple, modern standby known for its imaginative cocktails incorporating Korean ingredients.","{'Sunday': 'Closed', 'Monday': '5 PM to 12 AM', 'Tuesday': '5 PM to 12 AM', 'Wednesday': '5 PM to 12 AM', 'Thursday': '5 PM to 1 AM', 'Friday': '5 PM to 2 AM'}",Bar,$20–30,"['Stunning creative and delicious cocktails keep me coming back to Reception Bar on a night out! There has not been a miss on their menu for us! …', ""Went here recently for a few drinks because I always passed by and was curious. It was lively and the bar was very aesthetic. People were chatting and enjoying themselves. Sitting at the bar felt nice but not very enjoyable if you don't …"", 'Venturing into the world of Korean-inspired cocktails at this reception bar was an adventure in itself.\nInfused with distinct Korean spices, each cocktail boasted an exuberant, yet …', 'They kept me going during quarantine days. I would come by on my walks and order their Asian version of a mulled wine to sip on in the cold, then chat a bit with the staff and get some human interaction. They had dog food on hand to feed …', ""Highly recommend this bar. I have been three times, so far. Exceptional mixing and creativity. One of a kind balance of warm atmosphere and style. The staff were genuine and welcoming. It's obvious they care about what they do. I had the Smokes and Incheon cocktails, which were perfect, as well as delicious pork mandu.""]",
16170,Win Son,Brooklyn,https://winsonbrooklyn.com/,,2025-02-23T11:52:19.558068,ChIJ4-bYSvxbwokRPhLlLQFzOEo,"Casual spot for contemporary Taiwanese-American favorites, including buns, noodles, and salads.","{'Sunday': '5:30 to 10 PM', 'Monday': '5:30 to 10 PM', 'Tuesday': '5:30 to 11 PM', 'Wednesday': '5:30 to 11 PM', 'Thursday': '5:30 to 11 PM', 'Friday': '5:30 to 11 PM'}",Taiwanese restaurant,$30–50,"['Lived for a few years in Taiwan in my youth. The food brings me back to that beautiful country. The oyster pancakes are nice. Everything else is a little bit too salty for the taste of me and my Taiwanese girlfriends. Good that they have …', 'What we had: sesame noodles (7/10), beef roll (9/10), chicken wontons (10/10), ice cream sandwich (7/10) …', 'Have been to Win Son Bakery a few times; finally tried their restaurant! A romantic, sweet spot for a casual date. …', '11/10, amazing spot. Perfect fun vibes date night stop or place to go out with friends. The matcha drink is incredible, not too sweet, and very smooth. All of the food was incredible. Would 100% order all of these again: …', 'My friends and I had a pleasant brunch here on NYE. Our server Maria was FANTASTIC! Since it was our first time here, her recommendation on what to order exceeded our expectations—everything from marinated cucumbers to fried eggplant to …']",
1953,Russ & Daughters,Lower East Side,https://www.russanddaughters.com/,russanddaughters,2025-02-23T11:52:28.742536,ChIJ7VEEjYNZwokRS0bdsXA3uyg,"Family-owned shop offering high-end smoked fish, caviar & New York-style specialty foods since 1914.","{'Sunday': '8 AM to 4 PM', 'Monday': '8 AM to 4 PM', 'Tuesday': '8 AM to 4 PM', 'Wednesday': '8 AM to 4 PM', 'Thursday': '8 AM to 4 PM', 'Friday': '8 AM to 4 PM'}",Bagel shop,$10–20,"['Super fantastic. The lox was amazingggggg. The fish was actually perfect. The bagel was pretty good (9/10), and likewise the cream cheese, but the star is the fish. I had the pastrami salmon. Totally fantastic. …', 'One of the best Bagels ever, fresh, delicate and delicious!\nPretty busy but very well serviced.\nHighly recommended! …', 'This is the famous Russ and Daughters location on Houston St.\nBe prepared to pay top dollar in this Jewish Deli.\nI got 1/2 pound of both Sable and Sturgeon; $70 bucks. …', 'Definitely a must-try when visiting NYC. I had the classic bagel & lox sandwich, and it was absolutely delicious. The lemonade was also a perfect complement. Be prepared for a wait, though – the line was long, and I waited about 30 minutes …', ""It's delicious however the portions look as if they're designed for a small child. They give you just a sliver of salmon and cut the bread so small as if it's being packed for a kid's school lunch. Definitely not ideal if you are trying to …""]",
14987,NUBIANI,Midtown South,https://www.nubianinyc.com/,nubiani.nyc,2025-02-23T11:52:37.865895,ChIJW-3UoWxZwokRrli2mpfYZdo,"4.5
(647)
·$50–100","{'Sunday': '12 to 11 PM', 'Monday': '12 to 11 PM', 'Tuesday': '12 to 11 PM', 'Wednesday': '12 to 11 PM', 'Thursday': '12 PM to 12 AM', 'Friday': '12 PM to 1 AM'}",Korean barbecue restaurant,$50–100,"['Best meal I had in New York! Came here for lunch during my trip and loved how amazing the service was. Food was delicious and meats were super fresh. Lots of variety of unlimited refills of banchan, and cherry on top was when they grill the meats for you.', ""The food was good.  We ordered three beef dishes for two people and the scallion pancake.  It was more food than I expected.  Two meats would've been enough.  The server recommended the beef as that's what they're know for.  She was right."", 'The food quality here is excellent, and everything was delicious. However, I found it uncomfortable that the staff would stand right in front of us (at the two-person tables) talking to each other, which created a slightly awkward atmosphere. That said, the meat was top-notch—perfectly cooked and incredibly flavorful.', 'Best Korean barbecue in k town. The beef set is really worthy and the portion is really good. The marinated beef is the best, which is really rich with soy sauce taste. The server is really nice and constantly check on our banchan (side dishes). And the meat is cooked on point.', 'So delicious!! The staff was so friendly and cooked everything perfectly. Along with all the banchan and steamed egg AND ice cream dessert that comes with your meal (which were all soooo good), our party of two ordered 3 meats and a noodle …']",
1954,Little Ruby's SoHo,Little Italy,https://www.rubyscafe.com/,rubyscafe,2025-02-23T11:52:47.244461,ChIJeSToyohZwokRVHVIMsXPIUk,Petite Australian cafe luring a stylish crowd with vegemite toast and beef-topped burgers.,,Restaurant,$20–30,"['Little Ruby’s really impressed me. I went there craving a burger, but was blown away by their chicken sandwich. It was one of the better fried chicken sandwiches I’ve had in recent memory. …', ""I liked this place but it didn't seem that it lived up to the viral hype. The pancakes were not as great as I thought. They were good! But I've had better. The menu options seemed a little generic. But it is a decent casual spot for …"", ""Maybe it's not the most fancy place, and you can even see it as a small and crowded hut, but it was one of the best breakfasts I've had recently, very varied and based on fresh products.  Varied variations of breakfasts.  There is no way to be in New York and not visit this tiny place"", 'Food here was absolutely delicious, I am not a fan of salads and I loved the salad here. To the point that I came back the day after to order the same item, would definitely recommend as a brunch place. Although spacing is a tad tight and …', 'I have nothing to say for food. Definitely get the shrimp pasta and the bronte burger.\nFood are consistently good every time I visit. Since it’s a busy restaurant, …']",
15964,Patent Pending,NoMad,https://www.patentpendingnyc.com/,,2025-02-23T11:52:56.627765,ChIJo7aE7KVZwokROU0QFO30FLA,"Low-lit bar behind a hidden door in Patent Coffee, serving cocktails with an electric theme.","{'Sunday': '5 PM to 12 AM', 'Monday': '5 PM to 12 AM', 'Tuesday': '5 PM to 12 AM', 'Wednesday': '5 PM to 12 AM', 'Thursday': '5 PM to 2 AM', 'Friday': '5 PM to 2 AM'}",Cocktail bar,$30–50,"[""I've had my eye on this bar for awhile and was very excited to visit. Now, this place is the modern day definition of speakeasy because I embarrasingly walked past the location probably 5 times before I finally found the entrance. …"", 'The drinks are delicious. The ambiance is captivating. The mixologist/bartender (Niko) is cool. If you have an opportunity to check this place out, do it and order the small guac because it’s actually a very healthy serving size. I’ll be back and I will have a couple more.\nCan’t wait!', ""Patent Pending in New York City is a speakeasy-style cocktail bar hidden behind a coffee shop, located in the historic Radio Wave Building where Nikola Tesla once lived. This unique setting provides a perfect backdrop for the bar's theme, …"", 'We held an engagement party in the Lab at Patent Pending. The space is tucked away behind the main bar in a private, intimate room. It is the perfect place to host a party with the same incredible and innovated drinks available. The food …', 'Fun and intimate  spot for creative cocktails! Especially enjoyed the Hit By A Taxi drink, but really liked all of them. Would recommend ideally for 2-4 people.']",
439,OLIO E PIÙ,West Village,https://www.olioepiu.com/,olioepiu,2025-02-23T11:53:05.900675,ChIJ_RUJvZZZwokRNUEv3K4nSik,"Naples meets NYC at this trattoria with thin-crust pizza, Italian wines & ample sidewalk seating.","{'Sunday': '10 AM to 12 AM', 'Monday': '11 AM to 12 AM', 'Tuesday': '11 AM to 12 AM', 'Wednesday': '11 AM to 12 AM', 'Thursday': '11 AM to 12 AM', 'Friday': '11 AM to 12 AM'}",Italian restaurant,$50–100,"['I recently visited this restaurant, and I must say it was an amazing experience from start to finish. The food was absolutely delicious—each dish was bursting with flavor, and the variety was impressive. The hostess greeted us warmly, and …', 'I went here for restaurant week and the food was really good. They are quite busy so highly recommend getting a reservation. They say us down promptly and were accommodating of a late arrival. …', 'Super cute place that’s always crowded and lively. They offer a good selection of classic Italian food. I went there with my friend for lunch and we got the good old carbonara and a branzino. Loved both. Flavorful and nicely made. The …', 'Amazing experience last night. Big thank you to Omar for going above and beyond to make sure we were accommodated and felt welcome. The food and wine recommendations were stellar! Our waiter was very attentive despite how packed and busy …', 'This place is a little small but the atmosphere was inviting. The host and our waiter was exceptional. The food was amazing! The carbonara was ok but the dish with red sauce was AMAZING! The pizza crust is too chewy although the sauce was yummy!! We enjoyed our time! Make reservations in advance. They are always packed and booked out!']",
7121,Raku,East Village,http://www.rakunyc.com/,rakunyc,2025-02-23T11:53:37.838076,ChIJ8eEu0JxZwokRNFpDI_HBFmc,Udon specialist offering noodle soups and other Japanese bites with a streamlined interior.,"{'Sunday': '12 to 9:30 PM', 'Monday': '5 to 9:30 PM', 'Tuesday': '12 to 9:30 PM', 'Wednesday': '12 to 9:30 PM', 'Thursday': '12 to 9:30 PM', 'Friday': '12 to 10:30 PM'}",Japanese restaurant,$20–30,"['No wonder why they’re called the best ramen place in Manhattan, the dishes were soooo good! We looooved the Agedashi tofu, it was literally the best I’ve ever tried! The chicken was also very good, but the shrimp tempuras were phenomenal …', 'The food was so fresh and good taste! It was a little difficult to read the menu if you don’t know the dishes but our server was really kind and explained everything and give us amazing suggestions! I loved the fried chicken, the sauce was insane!', 'Wanted to give this restaurant a try due to its popularity for udon. Walked in on a Monday 5 pm therefore no wait which was great. The appetizers were my favorite rather than the udon. The tofu tasted tender and flavorful. The sushi …', 'Been here plenty of times over the years and have always had a great time! They recently expanded and the interior with the bar at the entrance and separated booth seating right next door. …', 'The BEST udon EVER!!! My brother, who lives in NY, brought me and my mom here for lunch. He ordered everything for us, and it was perfect! …']",
2454,Carbone New York,Greenwich Village,https://www.carbonenewyork.com/?utm_medium=Click&utm_source=GoogleMyBusiness,majorfoodgroup,2025-02-23T11:53:47.030197,ChIJmSvG_ZFZwokRTOFeiLXzkmA,High-end takes on red-sauce fare await at this A-lister Italian restaurant in a retro-glam space.,"{'Sunday': '11:30 AM to 2 PM, 5 to 11:30 PM', 'Monday': '5 to 11:30 PM', 'Tuesday': '11:30 AM to 2 PM, 5 to 11:30 PM', 'Wednesday': '11:30 AM to 2 PM, 5 to 11:30 PM', 'Thursday': '11:30 AM to 2 PM, 5 to 11:30 PM', 'Friday': '11:30 AM to 2 PM, 5 to 11:30 PM'}",Italian restaurant,$100,"['It took a couple a days a month ago to get this reservation! I was hoping to get it for Valentine’s Day but the only reservation available was 11pm dinner. Ha! I tried every day, when reservations opened and finally got one… and let me tell …', 'Finally snagged a seat at this restaurant and I’ll tell you it’s worth the hype. This is what proper white coat service should look like, and pair that with flavor packed Italian food to get a memorable experience. Loved the complimentary …', 'After a month of trying, we finally got a reservation at Carbone. The ambiance was perfect, and the service was attentive and professional. …', 'So so good! The service is great and old school Italian. The portions are huge! Can’t stop raving about the baked clams, vodka rigatoni and veal parm. We are having a private dinner at Sadelle’s, which is catered by Carbone. They helped us …', 'What’s not to love about Carbone? The food is incredible. Amazing atmosphere, takes you back in time to an Italian restaurant out of a movie. Every dish is incredible. Well worth the cost for a splurge, authentic NY experience!']",
33,Elsewhere,Brooklyn,http://www.elsewherebrooklyn.com/?utm_source=google-my-business&utm_medium=organic,elsewherespace,2025-02-23T11:53:56.132038,ChIJrVAECUhfwokRsoEFM0dN67Q,Massive venue featuring several spaces (including a roof terrace) for live music & DJ nights.,,Live music venue,,"['Elsewhere, presents a dynamic atmosphere that appeals to both locals and visitors. Parking options include limited street parking and nearby lots, with convenient public transport access enhancing its appeal. The venue boasts a diverse menu …', 'Been to the Hall and Zero One. Both venues had good space and layout, but I really enjoyed the Hall. The lighting designer was really on point, and I felt like it was a unique way of interacting with standard disco balls and pin lights. It was easy to get drinks, and the cost check was well organized.', 'Lovely venue, cheap drinks and cheaper admission at the door if you pay by cash! Got to see awesome sets with intermission between so you can rest out in the cute courtyard or the beautiful rooftop view with even additional bands on top!', 'Awesome venue with plenty of space. The sound mix was top-notch. Could hear everything clear from anywhere in the venue. Free water, huge gender neutral bathroom, multiple bars, outdoor space for hanging in between sets, coat check... …', 'i went to 6arleyhuman’s concert here recently with That Kid opening . it was a really nice experience and my only issue is the pricing. to get a liquid death at the bar was 6$ and coat check is 5$ per item per person. i don’t see coat checks at venues a lot though so i appreciated the option nonetheless!']",
15013,Pranakhon,Greenwich Village,https://pranakhonnyc.com/,,2025-02-23T11:54:06.441075,ChIJeWk_ncJZwokR1QHfApa0dQo,"4.8
(2,248)
·$30–50",,Thai restaurant,$30–50,"[""Amazing Thai food, highly recommend if you're nearby.\n\nWe had a reservation for opening but we could have just walked in (it looks like …"", 'Excellent and well worth the hype! Brings me back to when I lived in Thailand for a few years in my youth. Definitely order the whole fish. Superbly fragrant. Could not stop eating. The mango sticky rice also great! Will come back again and again.', ""A NYC Gem That's Pure Thai Magic! ✨\n\nForget the hype, Pranakhon delivers authentic Thai cuisine that's so good, it's …"", 'The food was so good!! One of the nicest Thai restaurant in the area! The atmosphere is so cozy and unique too, like vintage mixed with modern Thai street vibes! Brought our friend here for his birthday and it was a great decision! Their …', 'Pranakhon is a fantastic spot, whether you’re looking for a quick lunch or a relaxed evening. The food is flavorful and satisfying, served promptly without compromising quality. The vibe is welcoming, and their craft cocktails are a must-try if you have time to linger. A great choice for any occasion!']",
